Data,BRZEG DOLNY (151160170) Stan wody [cm],G£OGÓW (151160060) Stan wody [cm],OSETNO (151160140) Stan wody [cm],TRESTNO (151170030) Stan wody [cm],BRZEG DOLNY (251160230) Suma opadów [mm],OSETNO (251160110) Suma opadów [mm],£ANY (251170420) Suma opadów [mm],BRZEG DOLNY (251160230) Brak pomiaru,OSETNO (251160110) Brak pomiaru,£ANY (251170420) Brak pomiaru
2018-12-17,99,222,158,321,,0.0,,0.0,0.0,0.0
2018-12-18,110,180,154,319,,0.0,,0.0,0.0,0.0
2018-12-19,140,164,153,321,,0.2,,0.0,0.0,0.0
2018-12-20,115,176,153,318,,1.6,,0.0,0.0,0.0
2018-12-21,115,189,152,317,,7.5,,0.0,0.0,0.0
2018-12-22,96,183,152,319,,2.2,,0.0,0.0,0.0
2018-12-23,99,182,158,319,,3.2,,0.0,0.0,0.0
2018-12-24,106,181,162,324,,0.0,,0.0,0.0,0.0
2018-12-25,155,184,166,324,,1.0,,0.0,0.0,0.0
2018-12-26,180,199,168,326,,0.1,,0.0,0.0,0.0
2018-12-27,165,223,169,321,,0.1,,0.0,0.0,0.0
2018-12-28,187,228,170,321,,0.6,,0.0,0.0,0.0
2018-12-29,205,207,171,322,,2.6,,0.0,0.0,0.0
2018-12-30,221,207,171,324,,4.2,,0.0,0.0,0.0
2018-12-31,234,217,173,324,,0.3,,0.0,0.0,0.0
2019-01-01,247,226,177,324,,3.0,,0.0,0.0,0.0
2019-01-02,258,232,180,322,,1.6,,0.0,0.0,0.0
2019-01-03,234,239,185,321,,1.0,,0.0,0.0,0.0
2019-01-04,245,237,189,321,,6.2,,0.0,0.0,0.0
2019-01-05,243,231,190,320,,1.2,,0.0,0.0,0.0
2019-01-06,219,234,193,318,,0.0,,0.0,0.0,0.0
2019-01-07,246,228,195,322,,4.9,,0.0,0.0,0.0
2019-01-08,247,230,197,320,,4.5,,0.0,0.0,0.0
2019-01-09,236,244,200,318,,3.9,,0.0,0.0,0.0
2019-01-10,234,239,205,318,,0.2,,0.0,0.0,0.0
2019-01-11,240,239,211,321,,1.7,,0.0,0.0,0.0
2019-01-12,235,235,217,320,,3.5,,0.0,0.0,0.0
2019-01-13,240,243,223,320,,5.1,,0.0,0.0,0.0
2019-01-14,286,242,226,314,,1.9,,0.0,0.0,0.0
2019-01-15,277,270,234,309,,4.4,,0.0,0.0,0.0
2019-01-16,293,287,247,306,,0.2,,0.0,0.0,0.0
2019-01-17,284,314,259,301,,0.0,,0.0,0.0,0.0
2019-01-18,305,298,267,310,,0.6,,0.0,0.0,0.0
2019-01-19,299,314,273,307,,0.0,,0.0,0.0,0.0
2019-01-20,284,322,274,300,,0.0,,0.0,0.0,0.0
2019-01-21,255,314,267,294,,0.0,,0.0,0.0,0.0
2019-01-22,256,293,261,299,,0.0,,0.0,0.0,0.0
2019-01-23,250,279,246,295,,0.0,,0.0,0.0,0.0
2019-01-24,247,273,236,294,,0.2,,0.0,0.0,0.0
2019-01-25,233,263,232,291,,0.4,,0.0,0.0,0.0
2019-01-26,239,258,226,290,,3.1,,0.0,0.0,0.0
2019-01-27,241,254,216,291,,0.0,,0.0,0.0,0.0
2019-01-28,242,254,207,292,,0.3,,0.0,0.0,0.0
2019-01-29,240,250,206,293,,0.1,,0.0,0.0,0.0
2019-01-30,240,250,198,293,,0.0,,0.0,0.0,0.0
2019-01-31,237,250,194,293,,0.0,,0.0,0.0,0.0
2019-02-01,233,248,192,291,,0.0,,0.0,0.0,0.0
2019-02-02,226,244,190,289,,0.2,,0.0,0.0,0.0
2019-02-03,232,240,189,293,,7.2,,0.0,0.0,0.0
2019-02-04,299,238,189,308,,0.0,,0.0,0.0,0.0
2019-02-05,302,270,192,309,,0.3,,0.0,0.0,0.0
2019-02-06,299,304,194,305,,0.0,,0.0,0.0,0.0
2019-02-07,270,309,196,299,,1.8,,0.0,0.0,0.0
2019-02-08,278,297,198,298,,0.0,,0.0,0.0,0.0
2019-02-09,255,286,199,295,,0.0,,0.0,0.0,0.0
2019-02-10,259,281,203,293,,1.4,,0.0,0.0,0.0
2019-02-11,264,280,207,294,,1.8,,0.0,0.0,0.0
2019-02-12,280,281,213,298,,0.5,,0.0,0.0,0.0
2019-02-13,303,290,222,305,,0.2,,0.0,0.0,0.0
2019-02-14,288,306,229,300,,0.3,,0.0,0.0,0.0
2019-02-15,289,314,233,295,,0.0,,0.0,0.0,0.0
2019-02-16,268,309,233,294,,0.0,,0.0,0.0,0.0
2019-02-17,278,294,232,295,,0.0,,0.0,0.0,0.0
2019-02-18,276,294,230,293,,0.0,,0.0,0.0,0.0
2019-02-19,264,296,227,290,,0.1,,0.0,0.0,0.0
2019-02-20,278,289,220,291,,0.0,,0.0,0.0,0.0
2019-02-21,270,282,210,292,,5.3,,0.0,0.0,0.0
2019-02-22,276,287,207,294,,0.0,,0.0,0.0,0.0
2019-02-23,288,288,205,302,,0.0,,0.0,0.0,0.0
2019-02-24,331,294,204,314,,0.0,,0.0,0.0,0.0
2019-02-25,293,326,204,301,,0.0,,0.0,0.0,0.0
2019-02-26,282,317,203,294,,0.0,,0.0,0.0,0.0
2019-02-27,282,302,207,293,,0.0,,0.0,0.0,0.0
2019-02-28,262,294,205,289,,0.0,,0.0,0.0,0.0
2019-03-01,239,287,204,293,,0.0,,0.0,0.0,0.0
2019-03-02,240,270,204,300,,0.3,,0.0,0.0,0.0
2019-03-03,285,260,202,306,,0.3,,0.0,0.0,0.0
2019-03-04,303,278,200,311,,0.0,,0.0,0.0,0.0
2019-03-05,277,300,199,307,,0.3,,0.0,0.0,0.0
2019-03-06,277,301,198,307,,0.0,,0.0,0.0,0.0
2019-03-07,286,294,196,308,,0.0,,0.0,0.0,0.0
2019-03-08,276,298,194,305,,0.0,,0.0,0.0,0.0
2019-03-09,264,294,192,304,,7.0,,0.0,0.0,0.0
2019-03-10,265,290,193,306,,8.1,,0.0,0.0,0.0
2019-03-11,269,284,197,305,,3.5,,0.0,0.0,0.0
2019-03-12,309,293,205,313,,0.4,,0.0,0.0,0.0
2019-03-13,318,314,219,312,,0.1,,0.0,0.0,0.0
2019-03-14,296,328,228,305,,2.8,,0.0,0.0,0.0
2019-03-15,281,324,230,302,,0.6,,0.0,0.0,0.0
2019-03-16,287,312,229,302,,3.3,,0.0,0.0,0.0
2019-03-17,281,310,229,303,,0.7,,0.0,0.0,0.0
2019-03-18,306,307,228,304,,0.0,,0.0,0.0,0.0
2019-03-19,309,320,226,300,,0.0,,0.0,0.0,0.0
2019-03-20,307,324,222,299,,0.0,,0.0,0.0,0.0
2019-03-21,296,326,218,295,,0.0,,0.0,0.0,0.0
2019-03-22,277,316,213,295,,0.0,,0.0,0.0,0.0
2019-03-23,287,305,209,296,,0.0,,0.0,0.0,0.0
2019-03-24,261,303,204,294,,0.0,,0.0,0.0,0.0
2019-03-25,270,292,201,293,,0.7,,0.0,0.0,0.0
2019-03-26,259,288,199,294,,1.0,,0.0,0.0,0.0
2019-03-27,242,279,197,293,,1.4,,0.0,0.0,0.0
2019-03-28,253,274,195,293,,0.2,,0.0,0.0,0.0
2019-03-29,233,267,191,294,,0.0,,0.0,0.0,0.0
2019-03-30,237,269,191,297,,0.1,,0.0,0.0,0.0
2019-03-31,218,260,188,294,,0.0,,0.0,0.0,0.0
2019-04-01,250,254,185,294,,0.0,,0.0,0.0,0.0
2019-04-02,224,259,183,293,,0.0,,0.0,0.0,0.0
2019-04-03,241,257,181,294,,0.0,,0.0,0.0,0.0
2019-04-04,240,255,178,294,,0.0,,0.0,0.0,0.0
2019-04-05,227,240,176,293,,0.1,,0.0,0.0,0.0
2019-04-06,232,234,174,293,,0.0,,0.0,0.0,0.0
2019-04-07,244,234,172,294,,0.0,,0.0,0.0,0.0
2019-04-08,250,238,170,293,,0.0,,0.0,0.0,0.0
2019-04-09,218,246,168,294,,0.0,,0.0,0.0,0.0
2019-04-10,225,228,165,296,,0.0,,0.0,0.0,0.0
2019-04-11,245,219,161,298,,0.0,,0.0,0.0,0.0
2019-04-12,268,217,153,298,,0.0,,0.0,0.0,0.0
2019-04-13,237,239,157,298,,6.7,,0.0,0.0,0.0
2019-04-14,233,226,159,298,,0.0,,0.0,0.0,0.0
2019-04-15,260,212,158,299,,0.0,,0.0,0.0,0.0
2019-04-16,244,232,157,297,,0.0,,0.0,0.0,0.0
2019-04-17,253,213,156,300,,0.0,,0.0,0.0,0.0
2019-04-18,224,227,156,299,,0.0,,0.0,0.0,0.0
2019-04-19,230,208,154,308,,0.0,,0.0,0.0,0.0
2019-04-20,232,178,152,312,,0.0,,0.0,0.0,0.0
2019-04-21,107,242,148,310,,0.0,,0.0,0.0,0.0
2019-04-22,72,238,146,311,,0.0,,0.0,0.0,0.0
2019-04-23,98,192,146,310,,0.0,,0.0,0.0,0.0
2019-04-24,97,176,147,311,,0.0,,0.0,0.0,0.0
2019-04-25,91,199,147,312,,0.0,,0.0,0.0,0.0
2019-04-26,102,187,142,313,,0.0,,0.0,0.0,0.0
2019-04-27,96,186,139,313,,0.0,,0.0,0.0,0.0
2019-04-28,109,191,141,315,,2.2,,0.0,0.0,0.0
2019-04-29,117,190,144,318,,3.4,,0.0,0.0,0.0
2019-04-30,169,196,138,319,,0.0,,0.0,0.0,0.0
2019-05-01,201,214,140,325,,0.0,,0.0,0.0,0.0
2019-05-02,251,229,137,330,,0.0,,0.0,0.0,0.0
2019-05-03,223,265,136,324,,0.0,,0.0,0.0,0.0
2019-05-04,215,279,135,322,,5.9,,0.0,0.0,0.0
2019-05-05,201,264,135,319,,0.1,,0.0,0.0,0.0
2019-05-06,177,260,144,318,,0.0,,0.0,0.0,0.0
2019-05-07,166,257,144,317,,0.0,,0.0,0.0,0.0
2019-05-08,162,249,134,317,,1.0,,0.0,0.0,0.0
2019-05-09,124,241,141,319,,16.0,,0.0,0.0,0.0
2019-05-10,110,229,133,319,,0.0,,0.0,0.0,0.0
2019-05-11,136,220,135,321,,7.2,,0.0,0.0,0.0
2019-05-12,154,213,135,321,,7.5,,0.0,0.0,0.0
2019-05-13,140,228,135,320,,0.1,,0.0,0.0,0.0
2019-05-14,132,229,138,322,,3.8,,0.0,0.0,0.0
2019-05-15,183,212,151,322,,4.8,,0.0,0.0,0.0
2019-05-16,203,226,143,327,,0.1,,0.0,0.0,0.0
2019-05-17,241,251,140,331,,0.0,,0.0,0.0,0.0
2019-05-18,233,282,142,325,,0.0,,0.0,0.0,0.0
2019-05-19,251,287,141,323,,0.0,,0.0,0.0,0.0
2019-05-20,234,278,143,324,,0.0,,0.0,0.0,0.0
2019-05-21,207,277,143,322,,12.0,,0.0,0.0,0.0
2019-05-22,235,272,147,325,,21.0,,0.0,0.0,0.0
2019-05-23,322,277,149,336,,1.3,,0.0,0.0,0.0
2019-05-24,433,322,151,360,,0.0,,0.0,0.0,0.0
2019-05-25,465,391,158,378,,0.0,,0.0,0.0,0.0
2019-05-26,488,422,162,387,,0.0,,0.0,0.0,0.0
2019-05-27,403,436,167,349,,12.1,,0.0,0.0,0.0
2019-05-28,300,434,180,322,,4.5,,0.0,0.0,0.0
2019-05-29,308,373,213,326,,0.0,,0.0,0.0,0.0
2019-05-30,342,352,203,335,,0.0,,0.0,0.0,0.0
2019-05-31,376,367,187,342,,0.0,,0.0,0.0,0.0
2019-06-01,313,385,177,326,,0.0,,0.0,0.0,0.0
2019-06-02,291,366,182,324,,0.0,,0.0,0.0,0.0
2019-06-03,271,345,164,325,,0.0,,0.0,0.0,0.0
2019-06-04,235,327,135,319,,0.0,,0.0,0.0,0.0
2019-06-05,182,314,152,315,,0.0,,0.0,0.0,0.0
2019-06-06,195,281,140,321,,0.0,0.0,0.0,0.0,0.0
2019-06-07,188,253,138,321,,0.0,0.0,0.0,0.0,0.0
2019-06-08,169,269,139,326,0.3,0.0,0.7,0.0,0.0,0.0
2019-06-09,199,247,137,328,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-10,169,262,137,325,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-11,175,247,137,325,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-12,149,236,138,322,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-13,156,233,136,324,0.9,0.4,1.8,0.0,0.0,0.0
2019-06-14,147,217,134,324,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-15,140,226,134,323,7.0,3.6,6.5,0.0,0.0,0.0
2019-06-16,143,208,137,327,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-17,163,210,135,329,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-18,124,227,135,323,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-19,124,215,133,325,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-20,149,193,132,327,0.1,0.4,0.0,0.0,0.0,0.0
2019-06-21,139,195,133,323,3.5,0.1,8.4,0.0,0.0,0.0
2019-06-22,142,200,133,325,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-23,181,188,133,330,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24,146,199,132,327,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-25,121,196,133,329,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-26,134,189,133,326,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27,98,208,131,325,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-28,139,178,131,330,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-29,145,175,130,330,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-30,134,179,130,329,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,178,166,128,329,0.0,0.0,12.3,0.0,0.0,0.0
2019-07-02,132,182,131,327,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-03,112,199,132,325,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-04,101,184,131,321,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-05,96,170,128,318,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-06,95,161,126,320,2.5,5.8,0.0,0.0,0.0,0.0
2019-07-07,95,156,126,322,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-08,93,154,126,321,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-09,92,152,126,323,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-10,93,148,126,323,1.8,6.8,0.7,0.0,0.0,0.0
2019-07-11,111,145,126,326,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-12,107,150,123,329,0.6,1.9,2.6,0.0,0.0,0.0
2019-07-13,116,156,126,328,0.1,4.6,11.8,0.0,0.0,0.0
2019-07-14,113,162,128,329,1.2,2.1,4.5,0.0,0.0,0.0
2019-07-15,136,165,127,331,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-16,141,161,126,330,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-17,145,170,124,331,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-18,165,163,123,329,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-19,132,192,123,325,0.0,0.2,0.6,0.0,0.0,0.0
2019-07-20,142,170,127,325,6.2,6.5,2.1,0.0,0.0,0.0
2019-07-21,156,153,128,325,0.7,1.3,1.1,0.0,0.0,0.0
2019-07-22,178,141,127,325,0.5,0.7,1.7,0.0,0.0,0.0
2019-07-23,185,137,127,326,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-24,187,147,126,329,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-25,185,150,124,323,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-26,182,152,123,324,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-27,186,140,126,324,0.0,0.0,8.4,0.0,0.0,0.0
2019-07-28,185,140,126,323,0.5,0.3,1.4,0.0,0.0,0.0
2019-07-29,182,147,126,324,3.5,0.0,0.3,0.0,0.0,0.0
2019-07-30,187,144,123,324,11.0,0.0,9.4,0.0,0.0,0.0
2019-07-31,189,137,123,327,0.2,9.8,0.0,0.0,0.0,0.0
2019-08-01,202,154,125,328,0.0,0.0,3.2,0.0,0.0,0.0
2019-08-02,232,149,122,330,0.0,0.0,0.1,0.0,0.0,0.0
2019-08-03,240,142,121,328,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-04,197,179,125,327,0.0,0.0,3.8,0.0,0.0,0.0
2019-08-05,181,199,126,328,7.6,0.2,6.6,0.0,0.0,0.0
2019-08-06,189,146,125,326,0.5,0.0,0.1,0.0,0.0,0.0
2019-08-07,187,126,124,325,1.4,9.3,7.4,0.0,0.0,0.0
2019-08-08,194,146,125,328,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-09,189,147,124,326,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-10,208,154,124,327,0.8,0.0,1.1,0.0,0.0,0.0
2019-08-11,206,158,123,329,1.6,2.2,2.5,0.0,0.0,0.0
2019-08-12,184,188,123,328,8.4,1.7,3.1,0.0,0.0,0.0
2019-08-13,183,166,122,328,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-14,185,130,120,334,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-15,203,125,119,329,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-16,198,170,119,330,0.0,0.4,6.0,0.0,0.0,0.0
2019-08-17,222,159,119,329,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-18,183,200,119,327,1.3,7.3,0.5,0.0,0.0,0.0
2019-08-19,182,178,122,327,2.0,8.1,1.4,0.0,0.0,0.0
2019-08-20,187,133,121,326,14.5,14.2,52.0,0.0,0.0,0.0
2019-08-21,199,124,121,327,4.4,0.4,2.5,0.0,0.0,0.0
2019-08-22,194,156,119,330,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-23,209,160,118,330,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-24,235,166,118,326,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-25,238,155,117,326,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-26,234,148,117,325,0.0,0.0,0.4,0.0,0.0,0.0
2019-08-27,237,154,117,326,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-28,247,148,118,331,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-29,247,161,119,331,0.7,11.7,0.0,0.0,0.0,0.0
2019-08-30,236,176,120,322,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-31,236,177,118,326,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,250,152,118,329,4.3,26.1,2.9,0.0,0.0,0.0
2019-09-02,268,170,120,324,3.4,1.5,3.7,0.0,0.0,0.0
2019-09-03,99,216,116,329,0.1,0.0,0.1,0.0,0.0,0.0
2019-09-04,148,212,115,335,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-05,139,172,114,323,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-06,138,207,112,323,3.0,1.9,1.6,0.0,0.0,0.0
2019-09-07,101,203,113,326,4.1,4.1,3.3,0.0,0.0,0.0
2019-09-08,104,172,113,322,6.5,15.5,7.6,0.0,0.0,0.0
2019-09-09,135,167,114,330,11.3,7.3,16.2,0.0,0.0,0.0
2019-09-10,223,170,113,340,0.0,0.1,0.0,0.0,0.0,0.0
2019-09-11,272,223,113,338,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12,184,278,113,327,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13,162,261,117,325,0.0,0.7,0.0,0.0,0.0,0.0
2019-09-14,144,235,125,322,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-15,129,215,129,318,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-16,130,204,131,319,0.0,0.1,0.0,0.0,0.0,0.0
2019-09-17,117,194,132,321,2.3,4.3,1.9,0.0,0.0,0.0
2019-09-18,112,189,133,325,0.2,0.3,0.6,0.0,0.0,0.0
2019-09-19,97,175,133,324,2.1,0.0,1.2,0.0,0.0,0.0
2019-09-20,121,164,132,323,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-21,119,165,131,323,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-22,133,168,131,321,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-23,139,163,132,321,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-24,138,160,136,320,0.0,0.0,2.0,0.0,0.0,0.0
2019-09-25,166,164,137,328,2.0,7.5,1.1,0.0,0.0,0.0
2019-09-26,191,164,136,333,0.1,0.0,0.0,0.0,0.0,0.0
2019-09-27,168,210,136,324,2.3,5.3,5.0,0.0,0.0,0.0
2019-09-28,170,209,135,326,0.2,2.6,0.3,0.0,0.0,0.0
2019-09-29,146,204,133,321,0.3,2.2,0.2,0.0,0.0,0.0
2019-09-30,119,201,132,320,1.5,3.7,1.6,0.0,0.0,0.0
2019-10-01,145,179,136,322,1.6,0.2,1.4,0.0,0.0,0.0
2019-10-02,180,157,154,320,1.4,6.8,3.6,0.0,0.0,0.0
2019-10-03,118,181,153,320,5.5,3.0,5.9,0.0,0.0,0.0
2019-10-04,101,197,145,321,5.4,1.1,3.0,0.0,0.0,0.0
2019-10-05,117,176,144,322,4.5,2.3,6.2,0.0,0.0,0.0
2019-10-06,111,169,143,318,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-07,117,173,143,321,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-08,114,170,143,319,6.1,4.8,5.7,0.0,0.0,0.0
2019-10-09,117,183,143,322,1.6,6.9,1.0,0.0,0.0,0.0
2019-10-10,156,179,143,321,0.6,1.4,1.0,0.0,0.0,0.0
2019-10-11,177,171,147,327,0.0,0.1,0.0,0.0,0.0,0.0
2019-10-12,176,161,153,328,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-13,201,171,151,327,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-14,214,191,158,325,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-15,117,239,172,321,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-16,101,225,167,320,0.4,1.1,2.5,0.0,0.0,0.0
2019-10-17,94,192,163,320,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-18,100,182,155,320,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-19,95,179,137,320,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-20,84,176,138,320,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-21,86,175,138,321,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-22,83,171,138,323,0.0,0.2,0.0,0.0,0.0,0.0
2019-10-23,90,165,136,322,0.0,0.0,0.1,0.0,0.0,0.0
2019-10-24,94,165,136,322,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-25,80,170,145,322,0.0,0.1,0.0,0.0,0.0,0.0
2019-10-26,143,172,159,321,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-27,181,149,155,322,4.0,3.1,5.8,0.0,0.0,0.0
2019-10-28,156,163,151,321,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-29,128,178,148,320,1.0,0.2,0.0,0.0,0.0,0.0
2019-10-30,84,172,148,320,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-31,80,173,148,322,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,81,168,147,322,0.4,1.3,0.0,0.0,0.0,0.0
2019-11-02,86,167,145,323,0.1,0.0,1.0,0.0,0.0,0.0
2019-11-03,89,164,144,323,3.9,7.1,1.2,0.0,0.0,0.0
2019-11-04,82,170,144,322,1.4,0.9,0.5,0.0,0.0,0.0
2019-11-05,67,171,143,323,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-06,65,163,142,323,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-07,76,157,141,323,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-08,85,154,140,322,0.0,0.1,0.0,0.0,0.0,0.0
2019-11-09,68,168,157,322,2.6,4.5,0.5,0.0,0.0,0.0
2019-11-10,128,165,150,321,0.0,0.2,0.0,0.0,0.0,0.0
2019-11-11,168,149,143,322,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-12,221,153,141,323,15.6,11.8,15.3,0.0,0.0,0.0
2019-11-13,224,166,142,322,12.5,12.8,10.0,0.0,0.0,0.0
2019-11-14,245,191,144,322,0.0,0.1,0.0,0.0,0.0,0.0
2019-11-15,244,208,147,322,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-16,257,200,151,322,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-17,246,223,158,321,0.1,0.0,0.0,0.0,0.0,0.0
2019-11-18,249,211,163,324,2.5,2.4,2.0,0.0,0.0,0.0
2019-11-19,244,204,161,321,0.0,0.2,0.0,0.0,0.0,0.0
2019-11-20,244,210,159,320,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-21,233,213,159,320,1.3,3.3,1.5,0.0,0.0,0.0
2019-11-22,242,186,159,321,0.0,0.1,0.0,0.0,0.0,0.0
2019-11-23,246,183,159,324,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-24,246,189,155,323,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-25,204,210,151,322,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-26,201,180,149,322,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-27,220,174,147,323,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-28,213,177,145,325,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-29,201,192,143,321,0.0,1.0,0.1,0.0,0.0,0.0
2019-11-30,201,186,141,322,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,185,173,139,320,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-02,219,177,137,322,2.4,1.0,2.4,0.0,0.0,0.0
2019-12-03,213,164,136,323,0.2,0.3,0.2,0.0,0.0,0.0
2019-12-04,193,175,136,322,0.0,0.1,0.0,0.0,0.0,0.0
2019-12-05,191,182,136,322,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-06,204,172,135,322,1.1,2.9,0.2,0.0,0.0,0.0
2019-12-07,192,166,135,323,0.0,0.0,0.1,0.0,0.0,0.0
2019-12-08,212,177,135,323,0.5,0.1,0.1,0.0,0.0,0.0
2019-12-09,177,198,134,322,0.1,0.2,0.0,0.0,0.0,0.0
2019-12-10,169,183,133,325,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-11,155,165,132,325,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-12,144,157,131,326,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-13,199,153,130,331,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-14,252,155,129,330,0.6,0.8,0.5,0.0,0.0,0.0
2019-12-15,254,184,129,328,2.0,1.0,2.0,0.0,0.0,0.0
2019-12-16,271,211,129,327,0.1,0.0,0.6,0.0,0.0,0.0
2019-12-17,210,239,128,327,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-18,228,196,128,325,0.0,0.3,0.0,0.0,0.0,0.0
2019-12-19,229,158,128,324,0.0,0.0,0.1,0.0,0.0,0.0
2019-12-20,214,182,127,323,0.0,0.6,0.0,0.0,0.0,0.0
2019-12-21,212,173,127,325,1.5,0.6,2.4,0.0,0.0,0.0
2019-12-22,229,170,126,324,0.1,0.3,0.4,0.0,0.0,0.0
2019-12-23,238,164,126,323,0.9,0.5,3.2,0.0,0.0,0.0
2019-12-24,254,171,126,320,1.7,2.0,2.0,0.0,0.0,0.0
2019-12-25,306,216,125,333,6.1,1.1,5.3,0.0,0.0,0.0
2019-12-26,302,255,124,329,2.1,1.2,0.4,0.0,0.0,0.0
2019-12-27,280,290,125,324,0.1,0.1,0.9,0.0,0.0,0.0
2019-12-28,284,266,125,324,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-29,268,264,125,321,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-30,263,254,125,320,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-31,270,245,125,320,0.0,0.0,0.0,0.0,0.0,0.0
